"","cue","coverage","H","unknown","N"
"5302","hung",81.4432989690722,3.77356765176957,3,100
"5303","hunger",95.959595959596,2.86493438268305,1,100
"5304","Hunger Games",68.6868686868687,3.28621837203466,1,100
"5305","hungry",92,2.87841561173994,0,100
"5306","hunk",91.7525773195876,3.33706727878375,3,100
"5307","hunt",94,3.50694682909133,0,100
"5308","hunter",90,3.11586634089996,0,100
"5309","hunting",96,3.52952274590376,0,100
"5310","hurdle",95.7894736842105,2.52368406317157,5,100
"5311","hurl",94.8453608247423,1.93072284172985,3,100
"5312","hurray",64.2857142857143,3.41137967758122,2,100
"5313","hurricane",79.7979797979798,2.85203374773428,1,100
"5314","hurried",90.9090909090909,2.69995154097858,1,100
"5315","hurry",96.969696969697,2.55535554172997,1,100
"5316","hurt",93,2.63458984339269,0,100
"5317","hurtful",94,3.12962636873585,0,100
"5318","hurting",89.8989898989899,2.28010229845185,1,100
"5319","hurts",89,2.36207910823301,0,100
"5320","husband",98,1.83948482274936,0,100
"5321","hush",91.8367346938776,1.88365118565615,2,100
"5322","hushed",80.8080808080808,2.17778832707989,1,100
"5323","husk",98.9010989010989,2.38928772084078,9,100
"5324","husky",94.8453608247423,1.60236610851292,3,100
"5325","hustle",96.9072164948454,3.15125049760107,3,100
"5326","hustler",78.2608695652174,3.67785725939537,8,100
"5327","hut",82.6530612244898,3.33224224521463,2,100
"5328","hybrid",84,2.80715188536259,0,100
"5329","hydrate",94,1.21115304277701,0,100
"5330","hydrogen",92.9292929292929,2.55085200501329,1,100
"5331","hyena",84.5360824742268,2.81837037003319,3,100
"5332","hygiene",96,2.53428396667768,0,100
"5333","hymen",95.5056179775281,2.72097303865735,11,100
"5334","hymn",94.7916666666667,2.44860457514166,4,100
"5335","hype",84.5360824742268,4.15836060177503,3,100
"5336","hyper",86,3.10350618263541,0,100
"5337","hyphen",88.2978723404255,2.64602154814549,6,100
"5338","hypnosis",82.8282828282828,3.69099908451765,1,100
"5339","hypnotic",62.6262626262626,3.52718781391783,1,100
"5340","hypnotism",71,4.07672287871413,0,100
"5341","hypnotize",86.734693877551,3.55439485793485,2,100
"5342","hypocrite",81.8181818181818,3.56322914137454,1,100
"5343","hypocritical",77.0833333333333,3.969370666344,4,100
"5344","hypodermic",97.8723404255319,1.19502991534626,6,100
"5345","hypothesis",92.9292929292929,2.81996941865982,1,100
"5346","hysteria",85.8585858585859,3.75013109978384,1,100
"5347","hysterical",88,3.13111456906736,0,100
"5348","I",95.8762886597938,2.13366360188856,3,100
"5349","Ibuprofen",77.319587628866,3.07943270517899,3,100
"5350","ice",94,2.3230330875785,0,100
"5351","iceberg",91.9191919191919,2.41788966441522,1,100
"5352","icebox",92,2.55489888145155,0,100
"5353","ice cream",94,3.05345982781686,0,100
"5354","iced",89,2.64713577820039,0,100
"5355","ice hockey",84.8484848484848,3.01518062673852,1,100
"5356","Iceland",81,2.85289668407853,0,100
"5357","icicle",89.7959183673469,2.50921021285038,2,100
"5358","icing",97.979797979798,1.14522297779709,1,100
"5359","ick",94.7368421052632,2.49271867093101,24,100
"5360","icky",97.9591836734694,2.45723155152777,2,100
"5361","icon",85.8585858585859,3.76268612300695,1,100
"5362","icy",99,2.45737456071838,0,100
"5363","id",92.5531914893617,2.53560391363371,6,100
"5364","idea",91.9191919191919,2.52514415229983,1,100
"5365","ideal",95.959595959596,2.75210297526768,1,100
"5366","ideas",90,3.11579528827585,0,100
"5367","identical",95.959595959596,1.76669746659852,1,100
"5368","identification",88.7755102040816,3.18589730248591,2,100
"5369","identify",94,3.72912647826556,0,100
"5370","identity",92.9292929292929,3.20417082699671,1,100
"5371","ideology",85.5670103092783,3.47363758789984,3,100
"5372","idiocy",85.1063829787234,2.79184766409118,6,100
"5373","idiom",90.2173913043478,3.19742957560714,8,100
"5374","idiot",84.6938775510204,2.94723340907274,2,100
"5375","idiotic",98,1.8680629556157,0,100
"5376","idle",89.8989898989899,2.89999403832992,1,100
"5377","idol",91,3.1261196385091,0,100
"5378","if",91.9191919191919,3.2123276970115,1,100
"5379","iffy",73.8636363636364,3.38397590426005,12,100
"5380","igloo",70.4081632653061,2.07742795287331,2,100
"5381","ignite",93,1.85111330448727,0,100
"5382","ignition",92.9292929292929,2.52182627094771,1,100
"5383","ignorance",92.8571428571429,3.09100739513438,2,100
"5384","ignorant",88.7755102040816,3.2416048468302,2,100
"5385","ignore",87.3684210526316,4.09571399259804,5,100
"5386","iguana",93.6842105263158,2.03482346268666,5,100
"5387","Ikea",90.7216494845361,2.36195792032569,3,100
"5388","ill",94,1.70999908231221,0,100
"5389","illegal",93,3.36524054873505,0,100
"5390","illegitimate",84.375,2.88600567423871,4,100
"5391","illicit",93.6842105263158,2.54589234725096,5,100
"5392","illness",98.989898989899,1.90176732614243,1,100
"5393","illogical",81.6326530612245,3.5542804355311,2,100
"5394","illuminate",93.8775510204082,1.98195190913397,2,100
"5395","illuminated",80,2.66626491462337,0,100
"5396","illumination",84.8484848484848,2.12215669040616,1,100
"5397","illusion",93,2.98945651193042,0,100
"5398","illustrate",96,2.1915694962652,0,100
"5399","illustration",96.9387755102041,1.94256582490863,2,100
"5400","image",91,2.40182394264106,0,100
"5401","images",92,2.22925388281124,0,100
"5402","imaginary",94.9494949494949,3.10164774564781,1,100
"5403","imagination",89.8989898989899,3.74014637034895,1,100
"5404","imaginative",97,2.15676904577276,0,100
"5405","imagine",89.7959183673469,3.35227041744498,2,100
"5406","imbecile",93.75,1.77001968268659,4,100
"5407","imbibe",87.012987012987,1.69550780577412,23,100
"5408","imitate",90.9090909090909,2.95236670002937,1,100
"5409","imitation",93,3.13450831016308,0,100
"5410","immaculate",96.9387755102041,2.27488043637219,2,100
"5411","immature",94.8453608247423,2.57354636770237,3,100
"5412","immediate",92,2.38663402000499,0,100
"5413","immediately",90.9090909090909,1.81657722170007,1,100
"5414","immense",94.9494949494949,2.39768639104275,1,100
"5415","immerse",86,3.36465932375867,0,100
"5416","immigrant",84.8484848484848,3.81429274760382,1,100
"5417","immigration",84,3.88603964889325,0,100
"5418","immobile",83.8383838383838,3.52065575587419,1,100
"5419","immoral",89.7959183673469,3.17740490825325,2,100
"5420","immortal",84.8484848484848,3.28970261005419,1,100
"5421","immune",86,3.03800452687344,0,100
"5422","immunity",89.7959183673469,3.60435901409827,2,100
"5423","imp",80,3.53061156744987,5,100
"5424","impact",95,3.45177689795151,0,100
"5425","impaired",80.8080808080808,3.20235125565695,1,100
"5426","impairment",86.1702127659574,3.17668249645878,6,100
"5427","impartial",70.7070707070707,3.13463308387132,1,100
"5428","impatience",89.7959183673469,3.92118377078357,2,100
"5429","impatient",82.4742268041237,3.99315279089565,3,100
"5430","impede",94.5054945054945,2.32619955714602,9,100
"5431","impediment",96.8421052631579,2.91728868515913,5,100
"5432","imperative",91.4893617021277,3.20479149488194,6,100
"5433","imperfect",92,3.51761197941928,0,100
"5434","imperfection",85.7142857142857,3.28363830790571,2,100
"5435","imperial",92.8571428571429,3.27690818805393,2,100
"5436","imperialism",91.4893617021277,3.79343795337575,6,100
"5437","impish",84.2696629213483,3.47421080255172,11,100
"5438","implant",86.8686868686869,3.03130613321723,1,100
"5439","implement",89.010989010989,3.1965807117975,9,100
"5440","implication",85.5670103092783,3.68834652019215,3,100
"5441","implode",93.8144329896907,2.80760051313048,3,100
"5442","imply",89.3617021276596,3.03397193671916,6,100
"5443","impolite",98,0.923669537905716,0,100
"5444","import",94.9494949494949,2.78328179681,1,100
"5445","importance",86.2068965517241,3.74094214855113,13,100
"5446","important",92.9292929292929,3.97359157736243,1,100
"5447","impose",80.6451612903226,3.89544915188536,7,100
"5448","impossible",89.6907216494845,3.0741580762514,3,100
"5449","impoverished",93.75,1.69010936166164,4,100
"5450","imprecise",88.5416666666667,3.40661516152456,4,100
"5451","impress",77.5510204081633,4.11094286509001,2,100
"5452","impression",87.7551020408163,3.59582897174522,2,100
"5453","impressive",86,4.01489633682037,0,100
"5454","imprison",75.2577319587629,3.21096341766727,3,100
"5455","imprisonment",79.7979797979798,3.22545060435236,1,100
"5456","improbable",86.8686868686869,1.82927984325328,1,100
"5457","improper",89.8989898989899,3.21697583206988,1,100
"5458","improve",87,2.87591282493068,0,100
"5459","improvement",89.8989898989899,2.70935033027738,1,100
"5460","impulse",84,3.82875337374672,0,100
"5461","impulsive",87.8787878787879,3.88959294911254,1,100
"5462","in",99,1.93321040971141,0,100
"5463","inability",89.7959183673469,3.32507358930959,2,100
"5464","inaccurate",93.9393939393939,2.34363811938686,1,100
"5465","inadequate",87.8787878787879,3.5578147468005,1,100
"5466","inanimate",89.5833333333333,2.8753820610298,4,100
"5467","inappropriate",86.734693877551,3.52059711907933,2,100
"5468","inattentive",77.8947368421053,3.15247221525411,5,100
"5469","inbetween",81.6326530612245,3.55015116622096,2,100
"5470","inbox",86,1.59473302952215,0,100
"5471","incapable",91.9191919191919,3.29304841855352,1,100
"5472","incense",90.7216494845361,2.96537855237278,3,100
"5473","incentive",96.9387755102041,3.33669246571861,2,100
"5474","inception",92.4731182795699,2.49805364097611,7,100
"5475","incest",87.8787878787879,3.42980363304659,1,100
"5476","inch",97,2.95400338731495,0,100
"5477","in charge",92,2.8333845851068,0,100
"5478","incident",94.8979591836735,2.40576151676382,2,100
"5479","inclination",89.8989898989899,3.76699849278438,1,100
"5480","incline",100,2.98885755197674,2,100
"5481","inclined",77.7777777777778,3.89713755159985,1,100
"5482","include",93.75,3.70944047363402,4,100
"5483","included",77,3.67004625752809,0,100
"5484","inclusive",89.4736842105263,3.54678572326956,5,100
"5485","incognito",86.734693877551,2.99616610047001,2,100
"5486","income",92,2.23045361917852,0,100
"5487","incompetence",81.6326530612245,3.838917114307,2,100
"5488","incompetent",94.8453608247423,3.46864695868046,3,100
"5489","incomplete",84.8484848484848,3.2302466171315,1,100
"5490","inconsiderate",89.8989898989899,2.5298344397129,1,100
"5491","inconsistent",73.469387755102,4.14804118080017,2,100
"5492","inconvenience",88.7755102040816,3.65717917056921,2,100
"5493","incorporate",80.6122448979592,3.55768697218956,2,100
"5494","incorrect",98,1.21208433800904,0,100
"5495","increase",91,3.24328933879755,0,100
"5496","increasing",91,3.16679926632601,0,100
"5497","incredible",94.9494949494949,2.83958814570695,1,100
"5498","increment",85.4166666666667,3.44172757604318,4,100
"5499","indecent",85.7142857142857,3.40953720472031,2,100
"5500","indecisive",70.5263157894737,3.81433812587617,5,100
"5501","indeed",90.7216494845361,3.11766559212954,3,100
"5502","indefinite",87.6288659793814,3.54518112303764,3,100
"5503","indent",87.0967741935484,3.43844736579958,7,100
"5504","independence",93.8775510204082,2.81276508121774,2,100
"5505","independent",87.7551020408163,3.60422635143108,2,100
"5506","index",84.5360824742268,3.35461241381219,3,100
"5507","India",81.6326530612245,3.61368924492546,2,100
"5508","Indian",88,3.43994777918222,0,100
"5509","Indians",78,3.51212081030293,0,100
"5510","indicate",87.5,2.80697732008477,4,100
"5511","indication",89.1304347826087,2.95621590480087,8,100
"5512","Indie",84.5360824742268,2.86232421554772,3,100
"5513","indifferent",75.2688172043011,3.60194512024097,7,100
"5514","indigenous",92.7835051546392,2.42274336240745,3,100
"5515","indigestion",67.6767676767677,3.40396405505483,1,100
"5516","indignant",86.2068965517241,3.33967874460804,13,100
"5517","indignation",83.9080459770115,3.74632246968823,13,100
"5518","indigo",96.969696969697,2.18942702957034,1,100
"5519","indirect",81.4432989690722,3.81669236744289,3,100
"5520","individual",95.959595959596,2.4998619958636,1,100
"5521","Indonesia",70.7070707070707,3.39197420171215,1,100
"5522","indoor",94,2.7878630233557,0,100
"5523","indoors",99,2.55012982524875,0,100
"5524","indulge",85.7142857142857,3.60669021003974,2,100
"5525","indulgent",85.1063829787234,3.79013163383476,6,100
"5526","industrial",91.7525773195876,3.5944631512119,3,100
"5527","industrious",91.6666666666667,3.10671384963233,4,100
"5528","industry",94,3.22127584667091,0,100
"5529","inebriated",96.5909090909091,0.660753725343507,12,100
"5530","inedible",83.6734693877551,3.594664541368,2,100
"5531","ineffective",76.530612244898,3.29776476087652,2,100
"5532","inefficient",90.9090909090909,3.36711714326034,1,100
"5533","inept",85.2631578947368,3.41337471105594,5,100
"5534","inequality",82.8282828282828,3.59650347388306,1,100
"5535","inertia",89.6907216494845,3.62277688888344,3,100
"5536","inevitable",80.8510638297872,3.84480312526718,6,100
"5537","inexpensive",97.9381443298969,0.926569925274921,3,100
"5538","inexperience",85.8585858585859,3.08225688122729,1,100
"5539","inexperienced",90.9090909090909,3.04891314988788,1,100
"5540","in fact",82.4742268041237,3.4198186542134,3,100
"5541","infamous",85.5670103092783,3.22970007431842,3,100
"5542","infant",97,1.46074006653611,0,100
"5543","infatuated",89.4736842105263,2.44798469987326,5,100
"5544","infatuation",90.1098901098901,2.40958835304361,9,100
"5545","infect",88,3.16475569343125,0,100
"5546","infected",87,3.05498275274022,0,100
"5547","infection",95,2.75233121608143,0,100
"5548","infectious",93,1.91870711367847,0,100
"5549","infer",94.6236559139785,3.59630739479382,7,100
"5550","inference",86.3636363636364,3.70112746440291,12,100
"5551","inferior",85.8585858585859,3.16115393697008,1,100
"5552","inferno",96.9072164948454,1.9424013071737,3,100
"5553","infertile",84.5360824742268,3.26982550287688,3,100
"5554","infestation",83.5051546391753,3.42835712863794,3,100
"5555","infidel",72.4489795918367,3.75284612389219,2,100
"5556","infidelity",88.659793814433,3.33105019324354,3,100
"5557","infinite",89,3.54805596567602,0,100
"5558","infinity",89.8989898989899,2.92807284608852,1,100
"5559","inflamed",86.8686868686869,3.1535802843661,1,100
"5560","inflation",91.8367346938776,3.37729821210191,2,100
"5561","influence",89.7959183673469,3.97153890105234,2,100
"5562","influential",93,3.32983757709884,0,100
"5563","influenza",97,2.37235323139111,0,100
"5564","info",93.8775510204082,3.36618988873645,2,100
"5565","inform",97,2.19013859790872,0,100
"5566","informal",92,2.8224361535126,0,100
"5567","information",93.9393939393939,3.33600468804758,1,100
"5568","informative",94.9494949494949,3.2608575621195,1,100
"5569","informed",90,3.1029428331172,0,100
"5570","infrequent",95.8762886597938,2.67967384634632,3,100
"5571","infrequently",94.9494949494949,2.67969877974812,1,100
"5572","infuriate",89.5833333333333,2.3309832131356,4,100
"5573","ingredient",96.9387755102041,3.08160771436914,2,100
"5574","ingredients",97,2.64795130061524,0,100
"5575","inhabit",86.3157894736842,2.24649792830792,5,100
"5576","inhabitant",83.6734693877551,3.3981228630226,2,100
"5577","inhale",95.9183673469388,2.08960929007195,2,100
"5578","inherent",73.9583333333333,3.84856233366306,4,100
"5579","inherit",91,2.8023467955932,0,100
"5580","inheritance",93.8775510204082,2.33787920624226,2,100
"5581","inhibit",88.4210526315789,3.35732365271433,5,100
"5582","initial",96.969696969697,2.5028835499324,1,100
"5583","initiate",94.9494949494949,2.09595530693653,1,100
"5584","inject",93,2.82604388225008,0,100
"5585","injection",96,2.79731107623843,0,100
"5586","injure",99,1.92972946655594,0,100
"5587","injured",98,1.882525992535,0,100
"5588","injury",99,2.46518885438582,0,100
"5589","injustice",88,3.69829265067462,0,100
"5590","ink",96,2.45385727848545,0,100
"5591","inlet",94.3181818181818,2.85523055106689,12,100
"5592","in love",78.7878787878788,3.71033932689369,1,100
"5593","inmate",95.8333333333333,2.0625187086072,4,100
"5594","inn",90,2.76630654207559,0,100
"5595","innate",81.8181818181818,3.65902682339567,12,100
"5596","inner",93.8144329896907,2.81071958708001,3,100
"5597","innocence",95,3.46413467441498,0,100
"5598","innocent",95.959595959596,2.75552934088069,1,100
"5599","innovation",89.8989898989899,3.06781673891295,1,100
"5600","innovative",89,2.70191927750792,0,100
"5601","input",96.9387755102041,2.16928548680224,2,100
"5602","inquire",95,1.79314488085508,0,100
"5603","inquiry",96.9387755102041,2.30461938482067,2,100
"5604","inquisition",89.7959183673469,2.78130763442811,2,100
"5605","inquisitive",97,2.32981002935051,0,100
"5606","insane",95.8762886597938,1.93270665281218,3,100
"5607","insanity",92.9292929292929,2.83916145535831,1,100
"5608","insect",89.8989898989899,2.43169487829536,1,100
"5609","insects",89,2.45204323564821,0,100
"5610","insecure",91.7525773195876,3.90389955130483,3,100
"5611","insecurity",84.8484848484848,4.00476562410718,1,100
"5612","insemination",77.0833333333333,3.0428457476983,4,100
"5613","insensitive",91,3.61064490029902,0,100
"5614","insert",85,3.78461880782116,0,100
"5615","insertion",79.7979797979798,3.76187480542668,1,100
"5616","inside",93,2.49374962700678,0,100
"5617","insider",70.7070707070707,3.48578520163762,1,100
"5618","insight",95.959595959596,3.82276579690082,1,100
"5619","insightful",87.8787878787879,3.24880427074662,1,100
"5620","insignificant",95.959595959596,2.71121799865623,1,100
"5621","insincere",88,3.19503831758549,0,100
"5622","insinuate",88.8888888888889,3.05456243790184,10,100
"5623","insipid",87.6543209876543,3.47290069788949,19,100
"5624","insist",90.5263157894737,3.67537757293564,5,100
"5625","insomnia",91,2.1406789045584,0,100
"5626","inspect",86.5979381443299,3.26051119698018,3,100
"5627","inspection",93,3.75673288964523,0,100
"5628","inspector",89,2.68555413746325,0,100
"5629","inspiration",96.8421052631579,3.81148995109144,5,100
"5630","inspirational",79,4.05744840301195,0,100
"5631","inspire",89.6907216494845,3.98093692259037,3,100
"5632","inspired",86.734693877551,4.01386322872536,2,100
"5633","inspiring",79.5918367346939,4.08411386855729,2,100
"5634","in spite of",86.734693877551,2.71085396469499,2,100
"5635","install",82,3.32262156584581,0,100
"5636","instance",89.3617021276596,3.41761560005009,6,100
"5637","instant",89.7959183673469,3.29678819178205,2,100
"5638","instantaneous",90.625,2.72024209432798,4,100
"5639","instead",85,3.09491825062493,0,100
"5640","instinct",93,3.49224371626062,0,100
"5641","instinctive",85.7142857142857,3.51024863285137,2,100
"5642","institution",98,3.31075075586121,0,100
"5643","instruct",97.9591836734694,1.47534312276686,2,100
"5644","instruction",96,3.35369140146282,0,100
"5645","instructions",88,3.45872314232401,0,100
"5646","instructor",97,1.45660674683346,0,100
"5647","instrument",100,2.83826579399598,0,100
"5648","instruments",92.9292929292929,2.89077287523587,1,100
"5649","insufficient",94.9494949494949,3.02047511341785,1,100
"5650","insulin",80.8080808080808,2.11171841228875,1,100
"5651","insult",88,3.79602547064343,0,100
"5652","insurance",94.8979591836735,3.4018473341488,2,100
"5653","insure",84.375,3.5862523784295,4,100
"5654","insured",93.75,3.04048227187781,4,100
"5655","intake",89.6907216494845,3.6293684220265,3,100
"5656","integer",95.6989247311828,2.01725550023548,7,100
"5657","integral",93.6170212765958,3.46400111301675,6,100
"5658","integrate",87.6288659793814,3.71593688293896,3,100
"5659","integration",77.5510204081633,4.04368088823278,2,100
"5660","integrity",87.7551020408163,3.58411521695343,2,100
"5661","intellect",90.9090909090909,2.5455571156959,1,100
"5662","intellectual",94,2.47422639473463,0,100
"5663","intelligence",90,2.53652283119216,0,100
"5664","intelligent",95,1.96809936730696,0,100
"5665","intend",86.4583333333333,3.16665557228965,4,100
"5666","intended",53.5353535353535,3.17805233755907,1,100
"5667","intense",95,3.89822812275624,0,100
"5668","intensity",93.9393939393939,3.81086044383017,1,100
"5669","intent",95.8762886597938,3.5488676046331,3,100
"5670","intention",94.8453608247423,3.51339367191296,3,100
"5671","intentional",66.3265306122449,3.32578841526403,2,100
"5672","intentions",87.7551020408163,3.02570878261595,2,100
"5673","inter",85.5555555555556,3.12694491615539,10,100
"5674","interact",93,3.60357791815963,0,100
"5675","interaction",88.8888888888889,3.90858828717464,1,100
"5676","intercourse",94.9494949494949,1.17270294185449,1,100
"5677","interest",89.8989898989899,3.99886442703608,1,100
"5678","interested",87.8787878787879,3.87626997070791,1,100
"5679","interesting",86.5979381443299,3.80546952527986,3,100
"5680","interface",90.5263157894737,3.09819649119635,5,100
"5681","interfere",71,3.6089598273226,0,100
"5682","interior",91,2.32108625539009,0,100
"5683","interject",86.3157894736842,1.93802855470016,5,100
"5684","intern",87.8787878787879,3.81939722314353,1,100
"5685","internal",97.979797979798,2.59722620385758,1,100
"5686","international",82.8282828282828,3.73160959103559,1,100
"5687","internet",87.8787878787879,3.21164654627185,1,100
"5688","internship",88.8888888888889,3.24545617525886,1,100
"5689","interpret",93.9393939393939,3.24446273198126,1,100
"5690","interpretation",91,3.43931865720799,0,100
"5691","interrogate",93,2.33000881391317,0,100
"5692","interrogation",94.9494949494949,3.03246282827616,1,100
"5693","interrupt",93.9393939393939,2.61010522120199,1,100
"5694","intersection",85.7142857142857,3.26908206511566,2,100
"5695","interstate",94.7916666666667,1.58194388910657,4,100
"5696","interval",91.8367346938776,3.37566144154581,2,100
"5697","intervene",82.2916666666667,3.41977135893062,4,100
"5698","intervention",76.2886597938144,3.8312634646375,3,100
"5699","interview",96,3.34432854092865,0,100
"5700","intestine",93.9393939393939,2.945995022962,1,100
"5701","intestines",81,3.22691201278305,0,100
"5702","intimacy",97.9591836734694,2.14481645899154,2,100
"5703","intimate",100,2.67634978015477,2,100
"5704","in time",90.9090909090909,3.35427805409371,1,100
"5705","intimidate",93.8775510204082,3.24863334834658,2,100
"5706","intimidation",93.8775510204082,3.07279753061492,2,100
"5707","into",82,3.63807014392584,0,100
"5708","intolerant",81,3.61656013744052,0,100
"5709","in touch",88.8888888888889,3.64682495158582,1,100
"5710","intoxicated",96.969696969697,1.18993094149934,1,100
"5711","intoxication",92,1.50666677855135,0,100
"5712","intrepid",89.4117647058824,3.23137034224708,15,100
"5713","intricate",93.75,3.02578173331932,4,100
"5714","intrigue",89.5833333333333,3.2158304174556,4,100
"5715","intrigued",86.4583333333333,2.13215083791357,4,100
"5716","intriguing",92,2.01600667851496,0,100
"5717","intrinsic",87.0588235294118,3.51391300918605,15,100
"5718","introduce",94,3.02653115386816,0,100
"5719","introduction",96.969696969697,3.04209143767333,1,100
"5720","introspective",79.5698924731183,3.69877844274101,7,100
"5721","introvert",94.8979591836735,2.24155520668504,2,100
"5722","introverted",94.9494949494949,2.21940559904333,1,100
"5723","intrude",74.4897959183673,3.75647674806508,2,100
"5724","intrusive",87.5,3.52572149979155,4,100
"5725","intuition",82.8282828282828,3.80812734681453,1,100
"5726","intuitive",87.8787878787879,3.89045380329835,1,100
"5727","invade",87.8787878787879,3.54372842898346,1,100
"5728","invader",82.8282828282828,3.32877596436836,1,100
"5729","invalid",87.8787878787879,3.41529146408356,1,100
"5730","invasion",89,3.18164108053016,0,100
"5731","invasive",85.8585858585859,3.69862198996037,1,100
"5732","invent",90.9090909090909,2.9253807220506,1,100
"5733","invention",87.8787878787879,3.4194763969381,1,100
"5734","inventor",90,3.23887831443721,0,100
"5735","inventory",94.8979591836735,2.95070572551259,2,100
"5736","inverse",83.8709677419355,2.77052786636974,7,100
"5737","invest",93.9393939393939,1.97547444739036,1,100
"5738","investigate",94,3.4221043760717,0,100
"5739","investigation",87,3.21192469112057,0,100
"5740","investigator",85.8585858585859,3.1098808445616,1,100
"5741","investment",93.9393939393939,2.56769294326322,1,100
"5742","invisible",79.7979797979798,3.67799899833058,1,100
"5743","invitation",90.9090909090909,2.49648878322738,1,100
"5744","invite",93.8775510204082,2.80859705500424,2,100
"5745","inviting",91.8367346938776,3.42886985505044,2,100
"5746","invoice",96.8085106382979,2.95215993597016,6,100
"5747","involuntary",71,3.71348860876323,0,100
"5748","involve",87.8787878787879,3.72364309348033,1,100
"5749","involved",89,3.9596045933291,0,100
"5750","inward",89.6907216494845,3.31988146395472,3,100
"5751","ion",87.3684210526316,3.29656249018343,5,100
"5752","iPad",94,2.95729545610532,0,100
"5753","iPhone",92,3.23320844222775,0,100
"5754","iPod",88.8888888888889,2.62174836091525,1,100
"5755","IQ",89,2.34929044732815,0,100
"5756","irate",94.5054945054945,1.65495578404125,9,100
"5757","Ireland",82.8282828282828,3.19361537184752,1,100
"5758","iris",96.9072164948454,1.56966526680569,3,100
"5759","Irish",86,3.7402416999144,0,100
"5760","irk",95.4545454545455,2.13804181672754,12,100
"5761","iron",88.8888888888889,3.79446688014348,1,100
"5762","ironic",82.8282828282828,3.83904724976525,1,100
"5763","ironing",89,3.06205802822753,0,100
"5764","irony",78.3505154639175,3.56458654586201,3,100
"5765","irrational",86.5979381443299,3.36146451045806,3,100
"5766","irregular",83.5051546391753,3.72529825767551,3,100
"5767","irrelevant",72.6315789473684,3.50250426975286,5,100
"5768","irresponsible",94.8979591836735,3.73341103837244,2,100
"5769","irritable",90.9090909090909,3.1303229769456,1,100
"5770","irritant",92.9292929292929,3.40723355560103,1,100
"5771","irritate",94,2.94420748350382,0,100
"5772","irritated",94.8979591836735,2.69420829112145,2,100
"5773","irritating",91,2.57017341454263,0,100
"5774","irritation",84,3.31318675502616,0,100
"5775","is",88.5416666666667,2.89031234972445,4,100
"5776","Isaac",56.701030927835,2.56698354660193,3,100
"5777","Islam",86.8686868686869,2.06522230567946,1,100
"5778","island",84,3.87626690070838,0,100
"5779","islands",83,3.4920836853071,0,100
"5780","isle",85.5670103092783,2.72578021751376,3,100
"5781","isolate",86,2.60968341181526,0,100
"5782","isolated",93,1.83098980628863,0,100
"5783","isolation",95,2.15287218261586,0,100
"5784","Israel",76,3.38195933002035,0,100
"5785","issue",95,3.12201485297079,0,100
"5786","issues",76.7676767676768,3.52068608066175,1,100
"5787","it",93.8144329896907,2.7368255827719,3,100
"5788","Italian",92,3.23486902340157,0,100
"5789","Italy",92,2.94853962230041,0,100
"5790","itch",95.959595959596,1.13455543393229,1,100
"5791","itchy",97,2.24993703663236,0,100
"5792","item",94,2.61622561322217,0,100
"5793","items",93.9393939393939,2.79378744464637,1,100
"5794","ivory",98.989898989899,2.3664517733029,1,100
"5795","ivy",97.9381443298969,2.6820846322398,3,100
"5796","jab",93.8144329896907,2.51944071651661,3,100
"5797","Jack",80.8080808080808,3.6884468467478,1,100
"5798","jackass",83.8383838383838,2.92250409576685,1,100
"5799","jacket",93.9393939393939,3.12206137083793,1,100
"5800","jackhammer",92.3076923076923,2.7614345525624,9,100
"5801","jackpot",91,2.53008387504545,0,100
"5802","jagged",90.625,2.80780458665557,4,100
"5803","jaguar",91.9191919191919,2.56887035091198,1,100
"5804","jail",90.9090909090909,2.72022132602454,1,100
"5805","jam",95,3.06734179112786,0,100
"5806","James",59.1836734693878,3.42453288935671,2,100
"5807","James Bond",52.5773195876289,2.6302662104169,3,100
"5808","Jane",91.9191919191919,2.85656052546838,1,100
"5809","janitor",89.6907216494845,2.94508359462866,3,100
"5810","January",94,2.16608755992555,0,100
"5811","Japan",76.7676767676768,3.5380718211745,1,100
"5812","Japanese",80,3.54338568951495,0,100
"5813","jar",90,3.19785392910338,0,100
"5814","jargon",76.7676767676768,3.31272334891757,1,100
"5815","jaunty",81.8181818181818,3.76719925697913,23,100
"5816","java",94.8979591836735,1.89761497543415,2,100
"5817","javelin",80.4347826086957,2.57512042833711,8,100
"5818","jaw",91.7525773195876,2.71342872831449,3,100
"5819","jaws",87.8787878787879,1.97096919145297,1,100
"5820","jazz",95.959595959596,2.15070163887232,1,100
"5821","jealous",97.9591836734694,2.9107149707078,2,100
"5822","jealousy",96.969696969697,2.80354553018557,1,100
"5823","jean",87.6288659793814,2.85660299537747,3,100
"5824","jeans",96,2.31461420268551,0,100
"5825","jeep",77.5510204081633,2.7007182254807,2,100
"5826","Jell-O",93.8775510204082,3.58603948446814,2,100
"5827","jelly",98,3.02281525549578,0,100
"5828","jellyfish",87.7551020408163,3.10105119740344,2,100
"5829","jeopardy",89.7959183673469,2.52708107953987,2,100
"5830","jerk",89.5833333333333,3.40959141290471,4,100
"5831","jerky",91.7525773195876,2.03908384677035,3,100
"5832","jest",94.4444444444444,1.98589494308494,10,100
"5833","jester",94.8979591836735,2.04934586719334,2,100
"5834","Jesus",83,2.73782119724362,0,100
"5835","jet",95,2.35140627504065,0,100
"5836","Jew",73.469387755102,3.42114975700136,2,100
"5837","jewel",94.9494949494949,2.99801366371526,1,100
