"","cue","coverage","H","unknown","xR2","xR3","N"
"6321","lithe",84.1860465116279,3.91509867807443,21,6,10,300
"6322","litigation",87.8787878787879,3.29723349571455,10,12,15,300
"6323","litter",91.1864406779661,3.77424819877455,0,1,3,300
"6324","little",95.53264604811,3.57543693581936,1,1,4,300
"6325","live",89.8989898989899,4.26729532515652,0,0,3,300
"6326","lively",91.8727915194346,4.35672386856474,0,5,7,300
"6327","liver",82.6989619377163,4.16458907798888,0,1,9,300
"6328","lives",76.5567765567766,4.54547238844155,3,5,8,300
"6329","livestock",89.5622895622896,3.46593428463292,0,0,3,300
"6330","livid",88.3458646616541,3.31171399317704,1,9,13,300
"6331","living",90.7801418439716,4.41016250364597,1,2,11,300
"6332","living room",82.5938566552901,3.72988720572379,0,1,5,300
"6333","lizard",88.5813148788927,4.02671196513431,0,2,7,300
"6334","llama",73.2600732600733,4.04720265760866,6,1,7,300
"6335","load",93.4027777777778,4.00988111218942,0,2,8,300
"6336","loads",81.021897810219,4.23215154192481,0,8,10,300
"6337","loaf",92,3.33285307320274,0,8,9,300
"6338","loan",96.5870307167236,3.21971896946227,0,0,7,300
"6339","loath",92.3076923076923,3.30949869791306,5,14,10,300
"6340","loathe",91.8819188191882,3.51427260860926,5,3,8,300
"6341","loathing",83.7301587301587,3.84548631545344,3,10,19,300
"6342","lobby",86.3945578231292,4.29799965164368,0,1,4,300
"6343","lobe",90.3225806451613,3.50411440741472,6,11,12,300
"6344","lobotomy",78.5714285714286,4.1243393046094,4,6,10,300
"6345","lobster",89.1156462585034,3.86515390135654,1,0,3,300
"6346","local",86.7132867132867,4.42563881602972,1,3,5,300
"6347","locale",92.5925925925926,3.95219789924253,5,5,5,300
"6348","locate",90.3571428571429,3.4937718440707,3,2,7,300
"6349","location",91.8727915194346,3.81291185666036,0,5,7,300
"6350","lock",89.4557823129252,3.61554886699584,0,0,6,300
"6351","locked",85.5670103092783,3.85494304838352,0,1,7,300
"6352","locker",91.4675767918089,4.02776565953921,1,1,2,300
"6353","locomotive",87.8048780487805,3.44654860240693,1,2,6,300
"6354","lodge",90.2439024390244,4.12785605954738,1,2,6,300
"6355","loft",93.5483870967742,4.0421192925069,5,1,4,300
"6356","lofty",87.6984126984127,4.13992270675232,9,4,13,300
"6357","log",91.2587412587413,4.13788841019612,2,1,6,300
"6358","logic",88.0701754385965,4.44432414079655,2,2,5,300
"6359","logical",88.7323943661972,4.45744292430273,0,5,6,300
"6360","logistics",86.2815884476534,4.69742477529912,1,4,12,300
"6361","logo",86.9090909090909,4.02253116332384,0,4,17,300
"6362","logs",84.8591549295775,4.0556874860816,1,3,7,300
"6363","lol",68.0608365019012,3.96391023846659,1,13,8,300
"6364","lollipop",93.1506849315068,3.64134223714607,1,1,3,300
"6365","London",83.6734693877551,3.83837173879011,0,1,4,300
"6366","lone",94.2238267148014,3.65555344958014,3,1,12,300
"6367","loneliness",92.2535211267606,3.8575381769561,0,3,10,300
"6368","lonely",90.9090909090909,3.9233828435656,2,2,4,300
"6369","loner",86.1818181818182,4.29132880298299,2,5,9,300
"6370","lonesome",93.9929328621908,3.85018406384798,1,2,10,300
"6371","long",90.6354515050167,4.1421092389235,0,0,1,300
"6372","longer",90.8396946564885,4.1258476178893,1,12,11,300
"6373","longevity",83.6653386454183,4.07792702211326,6,9,13,300
"6374","long hair",73.0627306273063,4.61330107554298,2,8,7,300
"6375","longing",92,3.95902166741065,3,3,10,300
"6376","loo",83.0324909747292,3.44888251605629,2,4,9,300
"6377","look",93.6241610738255,3.97197561230306,0,0,2,300
"6378","look at",90.5923344947735,3.86121615996677,1,3,4,300
"6379","look for",94.2238267148014,3.4865257453461,0,4,15,300
"6380","looking",88.4210526315789,4.04761446698977,1,3,6,300
"6381","lookout",78.8888888888889,4.58972579610799,2,6,12,300
"6382","looks",72.6950354609929,4.35393510545243,1,4,7,300
"6383","look up",88.2783882783883,3.94960037574397,0,10,7,300
"6384","loom",82.5396825396825,4.37505992807608,6,11,8,300
"6385","looming",78.6231884057971,4.70381466139916,5,4,1,300
"6386","loony",85.4014598540146,3.52206158345526,4,4,6,300
"6387","loop",88.2352941176471,4.54029731355988,0,0,11,300
"6388","loopy",84.2105263157895,3.74947117158184,7,9,14,300
"6389","loose",91.2727272727273,4.51288567902406,4,2,9,300
"6390","loosen",88.6029411764706,4.10642366166151,3,3,13,300
"6391","loot",89.0566037735849,3.91047058336095,8,2,7,300
"6392","lord",86.4583333333333,4.05455400485494,0,0,12,300
"6393","Lord of the Rings",60.7142857142857,3.90544666601877,0,7,6,300
"6394","lore",89.7540983606557,3.59786476760097,10,9,8,300
"6395","lorry",91.6279069767442,3.82641806974488,21,5,12,300
"6396","Los Angeles",85.958904109589,3.8573086622861,1,1,3,300
"6397","lose",92.1708185053381,4.28963422073743,0,6,7,300
"6398","loser",86.7383512544803,4.41188971341693,2,4,7,300
"6399","losing",92.0415224913495,4.29469419538313,0,2,7,300
"6400","loss",93.1654676258993,4.20688908415144,1,5,9,300
"6401","lost",88.2978723404255,4.33468339451967,1,4,7,300
"6402","lot",86.7132867132867,4.3311783693713,0,1,12,300
"6403","lotion",88.659793814433,4.12140245465888,0,2,5,300
"6404","lots",87.0629370629371,4.1031032354216,1,2,7,300
"6405","lottery",92.0689655172414,3.46186695388106,0,1,8,300
"6406","loud",91.3978494623656,4.10556037097846,2,2,11,300
"6407","loudly",77.007299270073,4.47058585193546,0,7,12,300
"6408","loudspeaker",85.1851851851852,4.25285712617307,2,7,10,300
"6409","Louisiana",70.6093189964158,3.84695236332484,3,3,6,300
"6410","lounge",89.2255892255892,4.14057337164203,1,0,0,300
"6411","louse",87.5968992248062,4.2124880756866,11,3,3,300
"6412","lousy",84.8056537102474,4.38124769987159,1,4,6,300
"6413","lovable",88.3018867924528,4.27308939550384,2,10,9,300
"6414","love",91.864406779661,4.51391996265018,0,1,3,300
"6415","loved",79.4964028776978,4.67623258119343,2,4,8,300
"6416","lovely",96.8531468531469,4.02239144067065,1,4,3,300
"6417","lover",93.006993006993,4.23872954573534,2,0,8,300
"6418","lovers",82.3321554770318,4.54369548141497,2,3,5,300
"6419","loving",94.4250871080139,4.28142426920381,1,2,6,300
"6420","low",92.9054054054054,4.08807738654386,0,0,4,300
"6421","lower",90.625,4.31811800260632,1,2,5,300
"6422","loyal",94.1379310344828,3.84675822452228,1,1,5,300
"6423","loyalty",93.2862190812721,4.23017337319004,0,2,13,300
"6424","LSD",81.4432989690722,3.85347852036774,0,2,5,300
"6425","lube",90.1818181818182,3.63011720403035,6,1,5,300
"6426","lubricant",91.4590747330961,3.69898167150462,0,6,7,300
"6427","lubricate",92.9824561403509,3.48592424950722,0,2,11,300
"6428","lubrication",91.2891986062718,3.58899700690664,0,2,9,300
"6429","lucid",89.0151515151515,3.91953803244843,8,3,6,300
"6430","luck",91.0034602076124,3.97914938407236,0,3,5,300
"6431","lucky",88.6524822695035,4.47665970206943,2,1,10,300
"6432","lug",93.0232558139535,3.7847907244105,10,2,8,300
"6433","luggage",91.0652920962199,3.82486455085935,2,1,1,300
"6434","lukewarm",84.375,3.98265235477494,1,3,3,300
"6435","lumber",88.9285714285714,3.62999105768504,3,2,7,300
"6436","lumberjack",84.5117845117845,4.0446081793847,0,1,1,300
"6437","lump",89.247311827957,3.98431053013205,3,1,10,300
"6438","lumps",79.2592592592593,4.08275443722998,2,5,14,300
"6439","lumpy",84.2307692307692,4.24855676746738,5,7,11,300
"6440","lunar",89.4736842105263,3.48628342407998,2,2,5,300
"6441","lunatic",90.5594405594406,3.45913204359694,0,3,8,300
"6442","lunch",92.4914675767918,3.68860358477367,1,1,2,300
"6443","lung",89.419795221843,3.55558804063215,0,1,5,300
"6444","lungs",90.1408450704225,3.47013966384221,4,1,2,300
"6445","lure",88.4892086330935,3.86366614211455,3,4,5,300
"6446","luscious",91.0112359550562,4.33859445060735,8,1,7,300
"6447","lush",88.1118881118881,4.37458878259334,0,1,12,300
"6448","lust",93.3098591549296,3.65660704475532,0,5,6,300
"6449","luster",87.0967741935484,3.76556174343601,14,16,9,300
"6450","luxurious",87.9725085910653,4.44462339958149,2,0,3,300
"6451","luxury",87.1621621621622,4.53499978434861,1,0,1,300
"6452","lychee",91.7293233082707,3.94137694576279,51,4,6,300
"6453","lying",86.0215053763441,4.59141944512226,1,4,10,300
"6454","lymph",79.8387096774193,3.33656802562659,5,14,9,300
"6455","lynch",89.7727272727273,3.75368072861336,2,12,6,300
"6456","lyrical",87.360594795539,3.72742233106988,1,9,10,300
"6457","lyrics",95.9044368600683,2.92751502770208,0,0,7,300
"6458","m",81.1808118081181,4.28043795345834,5,4,6,300
"6459","ma",80.8764940239044,3.54048367890435,8,7,11,300
"6460","Mac",79.5053003533569,3.71425150741377,1,4,6,300
"6461","macaroni",92.0689655172414,3.04404863389795,0,1,8,300
"6462","mace",84,4.05307209160695,7,9,11,300
"6463","machete",86.3481228668942,3.92461164879838,0,2,3,300
"6464","machine",90,4.4808671158802,1,2,3,300
"6465","machine gun",83.6734693877551,4.09039687943316,0,1,4,300
"6466","machinery",88.0952380952381,4.47788410886627,0,0,6,300
"6467","machines",72.1611721611722,4.43027072600918,1,8,8,300
"6468","macho",85.6655290102389,3.97683516194755,0,0,7,300
"6469","macro",86.3799283154122,3.8566752101691,0,4,13,300
"6470","mad",84.4827586206897,3.6744689378341,0,3,4,300
"6471","madam",83.1578947368421,4.06274546061891,0,3,9,300
"6472","madame",80.4195804195804,3.71749530860473,0,3,8,300
"6473","made",73.8351254480287,4.6784047951337,2,3,9,300
"6474","madly",72.8571428571428,3.90745580043016,3,3,5,300
"6475","madman",77.3584905660377,4.02214467840205,1,12,8,300
"6476","madness",82.312925170068,4.32362194203532,0,1,4,300
"6477","Madonna",88.1481481481482,4.17707492175297,0,9,12,300
"6478","mafia",77.8947368421053,3.92798202063009,2,2,5,300
"6479","magazine",85.3242320819113,4.57396977028011,2,0,1,300
"6480","magazines",76.4912280701754,4.68680000705073,0,2,11,300
"6481","magenta",89.3470790378007,3.51081219319406,0,1,7,300
"6482","maggot",89.6296296296296,3.88372089953757,7,3,3,300
"6483","magic",83.9590443686007,4.51669205217075,0,3,1,300
"6484","magical",86.0627177700349,4.64984822211661,1,2,6,300
"6485","magician",81.4432989690722,3.90842485854788,1,1,4,300
"6486","magma",87.8136200716846,2.96986273611581,4,2,5,300
"6487","magnet",79.3814432989691,4.21494124199941,0,1,7,300
"6488","magnetic",82.6989619377163,4.3646729963691,0,1,9,300
"6489","magnificent",83.9041095890411,4.60822704636762,0,1,6,300
"6490","magnify",88.768115942029,4.1689378424439,2,6,6,300
"6491","magnifying glass",84,4.44919448459331,1,6,10,300
"6492","magnitude",87.4551971326165,4.18693677980789,3,3,6,300
"6493","magpie",91.2350597609562,3.72080873626674,12,5,3,300
"6494","maid",91.3194444444444,4.26379027849604,1,1,7,300
"6495","maiden",89.3835616438356,4.29262938801188,1,1,3,300
"6496","mail",96.3210702341137,3.82691093427316,0,0,1,300
"6497","mailbox",91.4383561643836,3.75183761029416,1,1,3,300
"6498","mailman",89.7610921501707,3.79060412449402,0,1,5,300
"6499","maim",83.9357429718875,3.83418372052677,11,6,6,300
"6500","main",92.0415224913495,4.15876991012782,1,1,6,300
"6501","Maine",76.7241379310345,3.97833411062913,9,13,15,300
"6502","mainstream",87.4125874125874,4.25840119335216,0,2,10,300
"6503","maintain",94.3181818181818,4.25771830670625,3,8,11,300
"6504","maintenance",81.6901408450704,4.55773751751981,2,3,4,300
"6505","maize",90.948275862069,3.33757318433933,9,15,11,300
"6506","majestic",91.8367346938776,4.45787427295748,0,0,6,300
"6507","majesty",95.2542372881356,3.59635985967385,0,1,3,300
"6508","major",91.1262798634812,3.93489355897114,0,1,5,300
"6509","majority",91.5492957746479,3.96389565814741,2,1,8,300
"6510","make",95.1219512195122,4.13802659056477,0,3,7,300
"6511","make believe",89.8916967509025,3.65655913320198,0,6,11,300
"6512","maker",89.7810218978102,4.35842967223377,4,1,12,300
"6513","makeup",89.8305084745763,4.07552165559368,0,1,3,300
"6514","make up",90.3448275862069,4.37889331206745,0,3,4,300
"6515","make-up",85.7627118644068,4.45596149104831,0,0,5,300
"6516","making",88.3802816901408,4.40279788359097,2,2,6,300
"6517","malaria",86.6220735785953,3.50604907561057,0,0,1,300
"6518","male",94.2857142857143,3.57300038709122,1,6,5,300
"6519","malevolent",83.6065573770492,3.70877139258914,8,12,8,300
"6520","malfunction",83.9285714285714,3.92879835816774,0,4,12,300
"6521","malice",83.984375,3.92910492901397,4,11,10,300
"6522","malicious",89.8550724637681,3.5218691352656,2,4,10,300
"6523","mall",87.5886524822695,4.03214860662433,2,2,8,300
"6524","malleable",77.5510204081633,4.01655475374547,9,9,10,300
"6525","malt",88.086642599278,3.65723935693382,2,3,11,300
"6526","mama",87.3684210526316,3.71407375256384,1,3,6,300
"6527","mammal",89.6193771626298,3.86641516786395,0,1,9,300
"6528","mammals",79.6551724137931,4.05554979825201,0,1,8,300
"6529","mammoth",86.0068259385665,3.57020663525783,2,0,1,300
"6530","man",91.8088737201365,3.82169521609172,1,1,2,300
"6531","manage",87.7622377622378,4.34817420154044,0,3,8,300
"6532","management",88.1720430107527,4.63454527577597,1,1,16,300
"6533","manager",91.1439114391144,4.25864661815791,4,3,11,300
"6534","mandarin",88.7372013651877,3.12033257117662,0,0,7,300
"6535","mandate",89.8181818181818,4.37892100676341,6,1,5,300
"6536","mandatory",88.9705882352941,4.17143144757875,2,6,10,300
"6537","mane",92.226148409894,3.03025166674442,2,2,7,300
"6538","maneuver",91.7562724014337,4.48816257572709,1,4,10,300
"6539","mango",92.1232876712329,3.60128392306285,1,1,3,300
"6540","Manhattan",86.0068259385665,3.85364849841245,0,0,7,300
"6541","mania",80.377358490566,4.48113889145729,3,8,10,300
"6542","maniac",84.9462365591398,4.08007940398771,1,6,6,300
"6543","manic",88.8489208633094,4.20834297241149,5,1,5,300
"6544","manipulate",87.2791519434629,4.69697213507947,2,3,5,300
"6545","manipulation",78.5714285714286,5.01797597671897,2,1,12,300
"6546","manipulative",81.25,4.6635052819134,0,13,18,300
"6547","mankind",84.7517730496454,4.02087497282702,2,3,6,300
"6548","manly",87.2340425531915,4.24429982371542,1,4,7,300
"6549","man-made",84.251968503937,4.40608721098941,1,11,21,300
"6550","manner",91.970802919708,4.18103085803448,2,4,12,300
"6551","mannerism",79.7665369649805,4.29360739865858,5,7,14,300
"6552","manners",92.280701754386,4.26170980794355,0,4,7,300
"6553","manor",89.0459363957597,3.93135671155951,3,1,6,300
"6554","mansion",91.4675767918089,3.72462398622085,1,0,4,300
"6555","manual",87.5432525951557,3.78575391238202,0,1,9,300
"6556","manufacture",93.127147766323,3.71518877300227,2,0,3,300
"6557","manufacturer",93.006993006993,3.99255550836773,0,4,6,300
"6558","manufacturing",90.2356902356902,4.41153916962206,0,0,3,300
"6559","manure",89.3617021276596,3.58164216258738,5,1,1,300
"6560","manuscript",91.0652920962199,4.19482959685497,1,2,2,300
"6561","many",92.1985815602837,3.93122844830106,0,3,12,300
"6562","map",90.3114186851211,4.45722193618616,2,0,5,300
"6563","maple",97.9522184300341,2.39645221160328,2,0,1,300
"6564","maple syrup",90.3914590747331,3.44257997787867,2,4,5,300
"6565","maps",80.9027777777778,4.21260633078283,1,3,3,300
"6566","marathon",82.8178694158076,3.94685303014516,1,0,6,300
"6567","marauder",79.8353909465021,4.25350382568258,10,8,11,300
"6568","marble",87.7551020408163,4.22826022384628,1,1,1,300
"6569","March",91.156462585034,4.0322881937496,0,1,4,300
"6570","marching",84.7750865051903,3.70280907153655,1,1,6,300
"6571","Mardi Gras",75.812274368231,3.71801816509388,4,3,5,300
"6572","mare",93.9516129032258,3.25169383903851,11,6,7,300
"6573","margarine",91.156462585034,3.26801407717047,0,1,4,300
"6574","margin",92.2033898305085,3.95758214536178,0,1,3,300
"6575","marijuana",87.9310344827586,3.58326235503607,1,2,3,300
"6576","marine",89.2976588628762,3.90716221747774,0,0,1,300
"6577","marines",85.1724137931035,4.17104680753179,0,2,6,300
"6578","Mario",67.1428571428571,3.65306016623083,0,6,8,300
"6579","marital",86.3117870722433,4.1810876774526,4,8,9,300
"6580","mark",80.1369863013699,4.80068376232215,0,0,8,300
"6581","marker",87.8472222222222,4.30096199088988,0,3,6,300
"6582","market",87.7551020408163,4.15593804373492,0,0,6,300
"6583","marketing",81.0344827586207,4.54571518942815,1,1,5,300
"6584","marking",82.4372759856631,4.80353807150758,0,7,7,300
"6585","marks",75.7894736842105,4.5248629710847,0,4,7,300
"6586","maroon",86.9257950530035,3.9252953848739,2,1,9,300
"6587","marriage",90.9722222222222,4.11927881016907,1,2,5,300
"6588","married",92.1232876712329,4.03681981270045,0,3,2,300
"6589","marrow",91.2863070539419,3.48240222881938,12,5,13,300
"6590","marry",91.0034602076124,4.18218560024271,0,1,9,300
"6591","Mars",91.3194444444444,3.21286082851698,1,1,7,300
"6592","marsh",78.021978021978,3.87388497923687,4,6,3,300
"6593","marshmallow",82.2147651006711,3.84763001536288,0,0,2,300
"6594","marsupial",90.9090909090909,3.08445321824184,7,1,2,300
"6595","martial",91.970802919708,3.3924476391902,2,6,8,300
"6596","martial art",80.0687285223368,3.74706804363191,1,1,4,300
"6597","martini",91.8088737201365,3.35344107614881,1,1,2,300
"6598","martyr",86.6666666666667,4.26680335815157,3,7,7,300
"6599","marvelous",88.4210526315789,3.96183230317279,1,2,8,300
"6600","Marx",54.1322314049587,3.64818340727827,5,14,15,300
"6601","Marxist",72.289156626506,3.85769379929219,6,12,9,300
"6602","Mary",82.4561403508772,3.88300298993454,1,2,8,300
"6603","mascara",94.7916666666667,3.36892553679505,1,3,3,300
"6604","masculine",94.7552447552448,3.78228269452292,1,1,9,300
"6605","mash",88.2562277580071,3.91702438758254,0,4,11,300
"6606","mashed",81.992337164751,3.60499263889844,1,10,16,300
"6607","mask",87.1186440677966,4.40487202124272,0,0,5,300
"6608","masked",78.8530465949821,4.42981006152596,3,3,6,300
"6609","mason",84.981684981685,3.98525858150761,5,3,6,300
"6610","masonry",82.6855123674912,4.16702856895868,4,1,3,300
"6611","mass",90.0343642611684,4.14059077613108,1,0,6,300
"6612","massacre",83.617747440273,3.99709626319311,0,1,5,300
"6613","massage",88.8888888888889,4.36871760199845,2,5,5,300
"6614","masses",80.4511278195489,4.08596510682208,4,7,8,300
"6615","massive",91.864406779661,3.50075242508104,0,1,3,300
"6616","mast",91.304347826087,3.50031512778581,4,2,8,300
"6617","master",89.7887323943662,4.56561154995969,1,4,5,300
"6618","mastery",91.5129151291513,4.60199302476339,4,5,7,300
"6619","masturbate",80.8943089430894,4.24557616079683,3,18,9,300
"6620","masturbation",81.549815498155,4.27483721910607,5,4,6,300
"6621","mat",88.2783882783883,3.84268770288952,3,5,8,300
"6622","match",90.5084745762712,3.98478858655329,0,1,3,300
"6623","mate",91.4893617021277,3.9640100400902,2,3,6,300
"6624","material",93.6170212765958,4.20820371337016,1,3,9,300
"6625","materialism",83.859649122807,4.50977030474761,2,2,5,300
"6626","materials",85.7677902621723,4.50502252411957,0,12,9,300
"6627","maternal",88.1720430107527,3.79141259817615,3,3,6,300
"6628","matey",85.4838709677419,3.70325276178917,7,11,9,300
"6629","math",91.8727915194346,4.21018690039512,2,3,5,300
"6630","mathematical",81.9444444444444,4.43132049142796,1,3,3,300
"6631","mathematics",88.8888888888889,4.30075651558968,2,1,4,300
"6632","maths",82.6855123674912,4.19424557637354,3,3,2,300
"6633","matrimony",90.5263157894737,3.4994820880059,4,0,3,300
"6634","matrix",79.9270072992701,4.25572963249297,4,2,10,300
"6635","matter",84.4290657439446,4.36829993944024,0,0,11,300
"6636","mattress",92.2818791946309,3.39202238005824,0,0,2,300
"6637","mature",92.8571428571429,3.92061548118899,1,4,9,300
"6638","maturity",91.8727915194346,4.18151681818254,0,4,9,300
"6639","max",75.1798561151079,4.19473836971715,3,2,9,300
"6640","maxim",83.1578947368421,4.15014760252227,21,18,11,300
"6641","maximum",94.0350877192982,4.02592969577329,1,3,6,300
"6642","may",88.1944444444444,3.88745015576171,0,1,10,300
"6643","maybe",89.7163120567376,3.83931431829529,1,2,11,300
"6644","mayhem",90.0684931506849,4.1256646425066,0,1,6,300
"6645","mayo",85.2941176470588,4.01309425053959,2,6,10,300
"6646","mayonnaise",88.3561643835616,3.90532732394434,0,2,4,300
"6647","mayor",84.6715328467153,4.31496491381333,3,4,9,300
"6648","maze",89.5470383275261,3.76247940651299,1,0,10,300
"6649","McDonald's",85.2348993288591,4.17024080901156,0,0,2,300
"6650","me",91.8727915194346,3.70604554324159,2,5,1,300
"6651","meadow",88.6986301369863,3.82155140277288,1,0,5,300
"6652","meager",83.0935251798561,3.87014970829113,5,1,5,300
"6653","meal",95.4861111111111,3.4542077312256,0,1,10,300
"6654","mean",94.1580756013746,4.23918094396677,0,0,9,300
"6655","meander",88.6029411764706,3.8006131978541,6,1,8,300
"6656","meaning",87.0036101083032,4.43884405798648,0,4,15,300
"6657","meaningful",91.2350597609562,4.59598388131288,6,11,9,300
"6658","meaningless",80.859375,4.30731586782449,2,12,14,300
"6659","meanness",75.9842519685039,4.5107364399699,6,10,8,300
"6660","means",84.3137254901961,4.2827680197203,5,9,12,300
"6661","measles",82.6855123674912,3.54501231977053,4,1,3,300
"6662","measure",92.0138888888889,4.14219189621034,1,2,5,300
"6663","measurement",82.3943661971831,4.22643837881399,2,1,8,300
"6664","measuring",80.4428044280443,4.19814062523888,1,8,10,300
"6665","meat",92.7335640138408,4.24504718012991,1,0,8,300
"6666","meatball",90.0355871886121,3.61686730457763,1,5,6,300
"6667","meatballs",93.0555555555556,3.57522849282299,0,3,6,300
"6668","meatloaf",87.8892733564014,4.32339222619649,0,2,7,300
"6669","meaty",86.1702127659574,4.4546531486486,1,3,9,300
"6670","mechanic",92.5795053003534,4.05746646091157,1,4,6,300
"6671","mechanical",85.4166666666667,4.47853894158304,2,1,4,300
"6672","mechanics",83.8487972508591,4.35709777171802,0,0,9,300
"6673","mechanism",89.1696750902527,4.35811792733783,1,5,10,300
"6674","medal",97.2602739726027,3.36994389160507,1,1,3,300
"6675","media",79.5986622073579,4.32909302543134,0,0,1,300
"6676","median",94.5652173913043,3.29498748263531,3,2,11,300
"6677","mediate",77.3381294964029,4.79292710636372,3,2,9,300
"6678","medic",86.159169550173,3.87598855120571,0,4,3,300
"6679","medical",95.2542372881356,3.90356378762243,0,1,3,300
"6680","medication",89.7610921501707,4.04360390202864,1,0,4,300
"6681","medicinal",86.8794326241135,4.28549724657254,1,2,11,300
"6682","medicine",90.5263157894737,4.00875748806977,1,2,8,300
"6683","medieval",86.3945578231292,4.13025853546875,1,0,3,300
"6684","mediocre",86.0215053763441,4.08506031160984,3,2,8,300
"6685","meditate",90.0684931506849,4.18630603395455,0,2,4,300
"6686","meditation",86.986301369863,4.21151700073317,2,1,0,300
"6687","Mediterranean",86.1702127659574,3.68381226366704,0,4,10,300
"6688","medium",85.4166666666667,4.08385479205169,1,3,3,300
"6689","meek",90.4166666666667,3.57444855625316,16,2,8,300
"6690","meet",90.5263157894737,4.2306977086258,1,2,8,300
"6691","meeting",92.8571428571429,4.31507161182124,1,4,9,300
"6692","mega",85.0533807829182,4.12246957583702,3,0,10,300
"6693","megaphone",89.3129770992366,3.78301415167514,4,10,6,300
"6694","meh",66.8032786885246,4.33297951103318,7,11,13,300
"6695","melancholy",85.8181818181818,3.949175257826,5,3,4,300
"6696","melee",82.4034334763949,4.07274335204371,14,10,5,300
"6697","mellow",93.1899641577061,3.63658271852917,4,2,5,300
"6698","melodious",81.4126394052045,3.74598175650189,5,4,8,300
"6699","melody",92.4657534246575,3.17623686049091,0,2,4,300
"6700","melon",94.4827586206897,3.72130482190593,1,0,7,300
"6701","melt",94.8979591836735,3.64603137792201,1,0,3,300
"6702","melted",90.5923344947735,3.84950383007663,0,1,11,300
"6703","melting",88.1533101045296,3.93439808999541,0,3,7,300
"6704","member",89.9305555555556,4.26644522627778,0,2,8,300
"6705","membership",87.8472222222222,3.88136644841536,0,0,12,300
"6706","membrane",84.083044982699,4.25531950460394,1,1,6,300
"6707","meme",85.5263157894737,4.35619513427957,18,6,6,300
"6708","memo",87.0175438596491,3.97006314805712,2,1,7,300
"6709","memorable",82.8358208955224,4.53763362713313,1,10,9,300
"6710","memorial",87.1527777777778,4.29788656283356,1,2,5,300
"6711","memories",85.7142857142857,4.49473464377623,1,1,8,300
"6712","memorize",87.3239436619718,4.0916098228776,0,2,12,300
"6713","memory",86.1702127659574,4.50438204102648,1,4,7,300
"6714","men",89.3470790378007,4.33654605491533,0,2,5,300
"6715","menace",91.4893617021277,4.11080724503171,2,2,8,300
"6716","mend",92.5,3.43788355090523,3,4,3,300
"6717","menopause",80.9027777777778,3.97151990002185,0,3,6,300
"6718","menstrual",85.5172413793103,3.29760548642176,1,1,5,300
"6719","menstruation",90.5723905723906,3.40474063234473,0,0,3,300
"6720","mental",92.1232876712329,3.88581856385517,1,1,3,300
"6721","mental health",92.9328621908127,4.49057137065256,0,6,5,300
"6722","mental illness",79.7833935018051,4.5118899981823,0,9,5,300
"6723","mentality",91.0204081632653,4.31014473636731,2,17,15,300
"6724","mentally",75.609756097561,4.36066780422635,1,2,6,300
"6725","menthol",83.3333333333333,4.01038993729566,3,4,7,300
"6726","mention",90.2527075812274,4.12533945567061,3,2,10,300
"6727","mentor",91.1971830985916,4.14077792821929,3,1,5,300
"6728","menu",94.8096885813149,3.42783183101041,2,0,5,300
"6729","meow",89.0909090909091,3.35426893015108,2,3,13,300
"6730","merchandise",88.7372013651877,4.40470933141887,0,1,5,300
"6731","merchant",90.1754385964912,4.06341716487727,3,2,2,300
"6732","mercury",88.5521885521886,3.57244808048331,0,1,1,300
"6733","mercy",88.3802816901408,4.61069494344096,2,3,4,300
"6734","merge",84.6975088967972,4.25719208071431,2,3,7,300
"6735","merit",89.6296296296296,4.19489051725457,4,5,8,300
"6736","mermaid",82.6530612244898,3.89995578631746,0,2,2,300
"6737","merry",89.5470383275261,3.25512747256012,1,3,4,300
"6738","mesh",88.4057971014493,4.47707467504661,5,2,5,300
"6739","mesmerize",77.9359430604982,4.41225552695113,0,2,15,300
"6740","mess",91.1032028469751,4.22742396654733,2,3,7,300
"6741","message",92.6829268292683,3.94914875162158,0,3,7,300
"6742","messenger",79.5847750865052,4.40310076867398,1,1,6,300
"6743","messy",90.2439024390244,4.25016194513893,2,1,5,300
"6744","metal",93.7062937062937,3.85702634706182,1,3,5,300
"6745","metallic",89.8305084745763,3.89499394478184,1,0,2,300
"6746","metamorphosis",81.2244897959184,3.22808767271812,8,11,9,300
"6747","metaphor",84.9624060150376,4.22355299508947,6,5,6,300
"6748","meteor",91.3194444444444,3.5447867045733,2,2,2,300
"6749","meteorite",93.1506849315068,3.73785763784662,1,2,1,300
"6750","meter",91.7562724014337,4.12596130965255,2,3,9,300
"6751","meth",76.0299625468165,3.78428197221613,2,8,11,300
"6752","method",95.1310861423221,4.32656880423095,3,7,10,300
"6753","methodical",79.5620437956204,4.5825824486696,2,7,6,300
"6754","Methodist",88.4615384615385,3.62135092753983,3,10,11,300
"6755","meticulous",88.1040892193308,4.27221159976391,6,3,7,300
"6756","metric",87.2791519434629,3.89367310505619,2,3,5,300
"6757","metro",90.3780068728522,3.73563609645119,1,2,2,300
"6758","Mexican",82.8070175438597,4.24531426139202,0,4,7,300
"6759","Mexico",75.9322033898305,4.53605473372502,0,1,3,300
"6760","Miami",88.013698630137,3.51627215479543,0,1,6,300
"6761","mice",91.2587412587413,4.02261453380222,0,2,10,300
"6762","Michael Jackson",80.9523809523809,4.18297979223143,1,1,1,300
"6763","micro",92.8327645051195,3.62565323056021,1,0,4,300
