"","cue","coverage","H","unknown","xR2","xR3","N"
"4745","grassy",77.5438596491228,3.48287340984075,0,5,5,300
"4746","grate",90.1818181818182,3.95816734967874,0,5,12,297
"4747","grateful",88.1720430107527,4.08474290443072,0,5,11,300
"4748","grater",88.212927756654,3.41144414521686,0,6,16,291
"4749","gratitude",87.9699248120301,3.94936660272686,0,12,10,300
"4750","gratuity",88.339222614841,3.6474979504166,0,1,15,300
"4751","grave",95.9322033898305,4.06262650099066,0,1,3,300
"4752","gravel",91.0652920962199,3.98215956491544,0,0,6,297
"4753","graves",84.2293906810036,3.85651562005517,0,3,9,294
"4754","gravestone",92.5170068027211,3.7994948483316,0,1,4,300
"4755","graveyard",86.8686868686869,4.06717992569154,0,1,1,300
"4756","gravity",88.5813148788927,4.03343603191647,0,3,5,300
"4757","gravy",91.2457912457912,3.92892155929021,0,0,3,300
"4758","gray",91.4089347079038,4.38196063684943,0,3,3,300
"4759","graze",88.5813148788927,3.60003798933053,0,1,9,300
"4760","grease",91.0958904109589,4.16225119271233,0,1,6,300
"4761","greasy",91.9191919191919,4.11558103029947,0,0,3,300
"4762","great",87.5862068965517,4.03361404934911,0,1,8,300
"4763","Great Britain",79.5053003533569,3.83899954387411,0,4,9,300
"4764","greater",86.3636363636364,3.41646136249867,0,9,18,300
"4765","greatest",87.6760563380282,3.6829250943037,0,3,10,300
"4766","greatness",83.7121212121212,4.91334246698035,0,14,8,300
"4767","greed",85.3146853146853,3.94283531459063,0,2,10,300
"4768","greedy",81.25,4.23468992203944,0,1,7,297
"4769","Greek",76.7918088737201,4.54900809219266,0,1,5,300
"4770","green",86.8243243243243,4.1639937098277,0,0,4,300
"4771","greenery",88.3561643835616,4.13420193812715,0,1,6,300
"4772","greenhouse effect",76.5124555160142,4.23135729072355,0,4,8,297
"4773","greens",84.7222222222222,4.05912095853534,0,1,4,294
"4774","greet",94.4827586206897,3.44631645922698,0,2,6,300
"4775","greeter",68.4615384615385,4.01338796385218,0,12,16,300
"4776","greeting",89.5833333333333,3.49083166483059,0,2,5,297
"4777","greetings",87.0629370629371,3.79403553057307,0,3,8,300
"4778","gregarious",74.7252747252747,4.21405922430136,0,1,22,297
"4779","gremlin",87.0175438596491,4.23332962235361,0,3,9,300
"4780","grenade",89.0034364261168,3.57443177221792,0,0,9,300
"4781","grey",92.4731182795699,4.28803438098681,0,6,9,300
"4782","grid",86.9257950530035,4.34397595830492,0,1,15,300
"4783","grief",91.1971830985916,3.60531416767072,0,3,7,297
"4784","grill",88.3561643835616,4.11100673863286,0,0,8,300
"4785","grilled",80.8510638297872,3.93626263791325,0,4,10,300
"4786","grim",89.8245614035088,4.23278391148471,0,4,7,300
"4787","grimace",90.5594405594406,4.01859403281043,0,2,10,300
"4788","grime",89.4736842105263,3.84931368288056,0,1,13,300
"4789","grimy",86.3970588235294,3.66242416085817,0,6,16,300
"4790","grin",89.247311827957,3.26498886585263,0,0,9,288
"4791","grind",88.6925795053003,4.47464117610728,0,3,11,300
"4792","grinder",88.0281690140845,4.28493180068486,0,1,14,300
"4793","grinding",74.1312741312741,4.6787439953828,0,15,11,300
"4794","grip",88.5813148788927,4.04659986620284,0,1,9,300
"4795","grit",90,4.10565777574525,0,2,6,300
"4796","gritty",78.6259541984733,3.98754474825208,0,6,26,300
"4797","grizzly",90.7142857142857,3.45417922369657,0,3,11,297
"4798","groan",91.4089347079038,3.94768961194445,0,0,9,300
"4799","groceries",87.9725085910653,3.84704328250126,0,2,5,300
"4800","grocery",92.0415224913495,3.49310759704933,0,2,7,300
"4801","grocery store",84.7014925373134,4.08299843664524,0,8,7,291
"4802","groin",84.0909090909091,4.15020909982444,0,6,24,300
"4803","groom",91.1032028469751,3.48838702248847,0,1,8,291
"4804","groove",89.2857142857143,4.15742677025075,0,4,12,300
"4805","groovy",82.2916666666667,4.0360001104662,0,4,4,300
"4806","grope",83.0258302583026,4.36824184615515,0,6,17,300
"4807","gross",88.9273356401384,4.39817699013504,0,1,9,300
"4808","grotesque",75.9717314487633,4.03879513388166,0,4,9,300
"4809","grouchy",72.7272727272727,4.10415034760175,0,10,13,297
"4810","ground",94.2176870748299,4.06318253611113,0,2,2,300
"4811","grounded",77.4074074074074,4.63047227117178,0,9,12,300
"4812","groundhog",83.9285714285714,3.63383175739205,0,3,11,297
"4813","grounds",86.8327402135231,4.24103187257365,0,1,11,294
"4814","group",88.1118881118881,4.55852480835853,0,2,10,300
"4815","grove",85.7677902621723,3.97606061733158,0,6,18,297
"4816","grow",94.4636678200692,4.35983710658704,0,2,7,300
"4817","growing",92.1501706484642,4.33359775062732,0,3,1,300
"4818","growl",88.4210526315789,3.6904576576872,0,3,9,300
"4819","grown",89.8245614035088,3.92675145548732,0,0,9,294
"4820","grown up",93.3823529411765,3.3776049073051,0,5,6,288
"4821","grown-ups",92.5795053003534,3.69897282960156,0,3,11,300
"4822","growth",92.9577464788732,4.65141515608023,0,6,4,300
"4823","grub",82.5174825174825,3.52367101831175,0,2,10,300
"4824","grubby",86.4768683274021,3.73790772040697,0,5,9,300
"4825","grudge",82.2878228782288,4.5590028604354,0,2,16,291
"4826","gruel",75.6756756756757,4.0353181844193,0,11,19,300
"4827","gruesome",91.0958904109589,4.10925382487398,0,1,6,300
"4828","gruff",66.9201520912547,3.87963685405726,0,8,21,300
"4829","grumble",83.203125,3.88030581114839,0,9,14,288
"4830","grumpy",85.0174216027875,4.23565215124816,0,2,9,300
"4831","grunge",79.020979020979,3.95459440449929,0,3,8,300
"4832","grunt",80.6338028169014,4.51693328182985,0,2,12,300
"4833","guacamole",90,3.24556309055424,0,3,8,294
"4834","guarantee",87.5886524822695,4.48883621971766,0,5,8,300
"4835","guard",91.7808219178082,4.47584951817641,0,1,6,300
"4836","guardian",88.8888888888889,3.83785442613422,0,3,6,300
"4837","guess",91.9298245614035,4.25702458103036,0,2,11,300
"4838","guessing",74.7967479674797,4.30365245112846,0,20,14,300
"4839","guest",91.8727915194346,4.20721295136507,0,6,5,300
"4840","guidance",83.3333333333333,3.99281202429814,0,4,4,294
"4841","guide",89.8954703832753,4.29848206148593,0,3,7,300
"4842","guideline",89.9280575539568,4.4069788575977,0,2,12,294
"4843","guiding",80.5755395683453,4.15325995883891,0,5,12,300
"4844","guild",79.3893129770992,4.17429027393378,0,12,14,300
"4845","guilt",88.7719298245614,4.57249465667408,0,3,6,297
"4846","guilty",84.7750865051903,4.37558767016737,0,2,7,300
"4847","guinea",88.6792452830189,3.01627856624547,0,12,11,300
"4848","guinea pig",84.4202898550725,3.61632872333264,0,5,11,297
"4849","guitar",86.9127516778524,3.79972946429724,0,0,2,300
"4850","gull",86.0902255639098,3.09564325820435,0,7,20,300
"4851","gullible",83.7735849056604,4.12844828793148,0,8,13,294
"4852","gully",79.9256505576208,4.19240132427182,0,6,19,300
"4853","gulp",90.6896551724138,3.49248269468125,0,1,8,300
"4854","gum",93.8566552901024,3.5883775612519,0,0,4,297
"4855","gummy",92.2779922779923,3.45261895657239,0,15,11,300
"4856","gumption",60.9958506224066,4.16814568325523,0,16,27,300
"4857","gums",91.1032028469751,3.28996980717594,0,3,4,291
"4858","gun",94.1379310344828,4.10291186228895,0,4,2,300
"4859","gunk",87.0229007633588,3.92294597380009,0,8,22,300
"4860","gunpowder",88.013698630137,4.12231515444395,0,2,4,300
"4861","guns",81.8181818181818,4.51458530872361,0,1,1,300
"4862","guru",82.6086956521739,4.28202958539658,0,5,14,300
"4863","gush",84.3137254901961,4.10785340137555,0,14,17,300
"4864","gust",90.8771929824562,3.320060741995,0,4,7,300
"4865","gusto",83.6,4.43406604400769,0,14,19,297
"4866","gut",88.4210526315789,4.06240419401784,0,1,7,294
"4867","guts",86.2190812720848,4.19115799073717,0,3,8,297
"4868","gutter",85.9649122807018,4.08655083351896,0,3,9,300
"4869","guy",86.4768683274021,3.75797029462261,0,3,13,300
"4870","guys",75,3.59603454399879,0,1,10,300
"4871","gym",87.7133105802048,4.07776245917995,0,0,4,297
"4872","gymnast",86.5979381443299,4.41104277009537,0,3,3,300
"4873","gymnastics",84.8275862068966,4.50601215958477,0,1,5,297
"4874","gypsum",58.498023715415,3.7022611207798,0,6,35,300
"4875","gypsy",67.3611111111111,4.56793250636496,0,3,6,300
"4876","h",79.1505791505791,4.33875018284621,0,10,21,300
"4877","habit",86.8613138686131,4.44761825780628,0,5,16,300
"4878","habitat",91.0958904109589,3.99627053462223,0,1,6,300
"4879","habitual",81.3868613138686,4.54565118056933,0,6,14,300
"4880","hack",89.0845070422535,4.24304030484821,0,2,6,294
"4881","hacker",90.1408450704225,4.02006237414308,0,2,12,300
"4882","had",67.7165354330709,4.08743678589932,0,12,19,297
"4883","Hades",76.4492753623188,3.40896768732353,0,6,12,300
"4884","haggle",90.4109589041096,3.70676966567953,0,1,3,297
"4885","haha",89.1608391608392,3.3202693957778,0,6,2,300
"4886","haiku",77.7777777777778,3.08616147563315,0,5,20,300
"4887","hail",91.1864406779661,3.86659570407252,0,0,5,300
"4888","hair",90.9395973154362,4.4361105956745,0,0,2,300
"4889","haircut",89.0034364261168,4.22865729629547,0,2,5,300
"4890","hairdo",80.0711743772242,4.21773031631163,0,3,10,297
"4891","hairdresser",85.5072463768116,4.18941399494228,0,5,5,291
"4892","hairdryer",78.3505154639175,4.25972505654776,0,2,5,300
"4893","hairless",85.2589641434263,3.46998138379512,0,10,8,279
"4894","hairspray",83.1541218637993,4.38605426526411,0,5,11,300
"4895","hairstyle",78.9655172413793,4.59254196444071,0,1,8,300
"4896","hairy",81.3793103448276,4.57363555287121,0,2,6,300
"4897","half",86.159169550173,4.2030980505498,0,1,9,300
"4898","hall",86.5051903114187,4.40877697944054,0,0,11,300
"4899","hallelujah",85.7142857142857,3.94406713417224,0,10,7,300
"4900","hallmark",85.2517985611511,4.1250595067529,0,3,16,300
"4901","Halloween",81.0169491525424,3.69826046012831,0,1,3,300
"4902","hallucinate",79.8634812286689,3.97667377141687,0,0,7,300
"4903","hallucination",85.958904109589,4.20523617060038,0,1,6,300
"4904","hallucinogen",83.3962264150943,3.69882777494792,0,10,15,300
"4905","hallway",91.2587412587413,4.10445813273801,0,5,4,300
"4906","halo",89.8305084745763,4.07815566740504,0,0,5,300
"4907","halt",83.9857651245552,3.60210516586484,0,3,13,300
"4908","ham",94.9832775919732,3.63611238549349,0,0,1,300
"4909","hamburger",92.4914675767918,3.91179788407961,0,1,5,300
"4910","hamburgers",88.086642599278,4.1126489464456,0,8,7,300
"4911","Hamlet",77.8985507246377,3.49962709936952,0,5,8,294
"4912","hammer",90.1360544217687,3.78042015755546,0,0,6,300
"4913","hammock",95.2054794520548,3.96120273726601,0,2,4,300
"4914","hamper",88.5185185185185,3.64485317682653,0,4,16,294
"4915","hamster",91.5824915824916,3.66653360107921,0,0,3,300
"4916","hand",90.5084745762712,4.32708842969148,0,1,3,300
"4917","handbag",87.4551971326165,3.83348362087622,0,7,7,300
"4918","handball",88.1294964028777,4.18741362133191,0,3,13,297
"4919","handcuffs",91.1262798634812,3.60364462543455,0,1,5,300
"4920","handed",77.8210116731518,3.34259927339785,0,12,19,300
"4921","handgun",86.2815884476534,4.10372069158779,0,8,7,300
"4922","handicap",89.2733564013841,3.95208822078486,0,1,9,300
"4923","handicapped",75.4512635379061,4.01002354786275,0,6,11,300
"4924","handkerchief",86.9718309859155,4.05202758249326,0,4,8,300
"4925","handle",91.5789473684211,4.50234945143059,0,4,7,300
"4926","handmade",79.7945205479452,4.68885139356844,0,2,4,300
"4927","hand out",82.1818181818182,4.2494049217192,0,7,11,300
"4928","hands",91.1111111111111,4.36034026886162,0,7,10,294
"4929","handshake",90.8450704225352,4.33519775493291,0,3,7,297
"4930","handsome",90.5594405594406,4.22987067891629,0,3,8,300
"4931","handwriting",83.448275862069,4.08018235293633,0,1,8,300
"4932","handy",89.8601398601399,3.72509629429623,0,3,8,300
"4933","handyman",82.8358208955224,4.26788536070265,0,9,14,300
"4934","hang",90.8771929824562,4.34044123347845,0,2,8,297
"4935","hanger",91.958041958042,3.54145722908345,0,1,12,300
"4936","hanging",86.4583333333333,4.46874849132898,0,1,10,300
"4937","hangman",85.9778597785978,3.54451684922414,0,9,8,297
"4938","hang on",88.212927756654,3.97308360463723,1,11,12,300
"4939","hangover",91.156462585034,3.85104892109039,0,2,2,300
"4940","hankie",77.9026217228464,3.73636385667659,0,10,13,300
"4941","haphazard",73.5849056603774,4.13206554789837,1,7,18,300
"4942","happen",89.6551724137931,3.98191469730603,0,9,21,300
"4943","happening",79.8534798534799,4.04663542959505,0,5,17,300
"4944","happenstance",75.5364806866953,3.81875675968908,0,20,27,300
"4945","happiness",88.9655172413793,4.29968425574064,0,2,6,300
"4946","happy",92.1501706484642,4.07373565055375,0,1,5,300
"4947","harass",91.8439716312057,3.99366425833233,0,6,6,300
"4948","harassment",88.2142857142857,4.22920384072695,0,6,8,300
"4949","harbor",92.1768707482993,3.73219104371835,0,0,6,300
"4950","hard",92.4914675767918,3.92047155300225,0,1,5,300
"4951","hardcore",88.8888888888889,4.30367493329738,0,8,14,300
"4952","harder",81.3793103448276,3.86360161579312,0,2,6,300
"4953","hardly",79.6078431372549,4.11442937664645,0,10,25,300
"4954","hardship",89.0459363957597,4.46913628662889,0,2,13,300
"4955","hardware",89.6193771626298,3.49357366480059,0,1,9,300
"4956","hard work",84.452296819788,4.86775944254406,0,3,11,300
"4957","hardworking",88.9285714285714,4.78070867681358,0,4,12,300
"4958","hardy",76.5799256505576,4.27144784758777,0,8,15,300
"4959","hare",88.2352941176471,3.37190382835072,0,5,3,285
"4960","Harley",89.4160583941606,3.17378091874077,0,9,8,300
"4961","harm",91.8727915194346,3.91476658596912,0,4,9,300
"4962","harmful",91.1032028469751,3.78511449871406,0,5,9,300
"4963","harmonica",79.6551724137931,4.06117411882638,0,2,6,300
"4964","harmony",86.3945578231292,4.21472428926052,0,1,4,300
"4965","harness",83.8827838827839,4.23344611195494,0,7,13,300
"4966","harp",88.2758620689655,3.98410097624303,0,0,4,294
"4967","harpoon",85.3658536585366,3.55375508171636,0,2,3,294
"4968","harpsichord",78.4722222222222,3.79626347288248,0,1,10,300
"4969","Harry Potter",75.6183745583039,3.96656967237673,0,6,5,300
"4970","harsh",89.6907216494845,4.2444159451928,0,1,7,300
"4971","harvest",92.9292929292929,4.09893678739693,0,1,1,300
"4972","has",78.6259541984733,4.07006441952144,0,10,18,300
"4973","hash",82.0422535211268,4.00783675237561,0,3,10,300
"4974","hassle",89.6428571428572,4.31972638084094,0,7,6,300
"4975","haste",88.0281690140845,3.56584299716567,0,3,10,300
"4976","hasty",87.3188405797101,3.8336597225269,0,2,14,294
"4977","hat",89.1228070175439,3.97813414577697,0,2,8,297
"4978","hatch",88.6861313868613,3.91966400804024,0,1,12,288
"4979","hatchet",88.339222614841,3.92887539225422,0,2,13,300
"4980","hate",89.8601398601399,4.05917129724016,0,4,6,300
"4981","hateful",88.9328063241107,4.32529175350398,0,9,8,279
"4982","hater",75,4.75961025869007,0,11,10,300
"4983","hatred",86.6666666666667,4.34270077796149,0,2,5,294
"4984","hats",71.2230215827338,4.34847448810566,0,6,10,300
"4985","haughty",81.021897810219,4.43747438746829,0,4,15,297
"4986","haul",90.9722222222222,4.04516591934146,0,1,7,297
"4987","haunt",92.3344947735192,3.41742417496953,0,1,5,294
"4988","haunted",93.1506849315068,3.33870144091772,0,0,2,294
"4989","haunting",89.8601398601399,3.8144489783511,0,4,6,300
"4990","have",87.1080139372822,3.87846835609249,0,2,9,300
"4991","haven",91.7562724014337,4.00020285329907,0,4,13,300
"4992","have to",89.3617021276596,4.02457134072654,0,7,4,300
"4993","havoc",88.9733840304182,3.6603272068557,0,6,13,288
"4994","Hawaii",79.5221843003413,4.07437859895861,0,1,2,297
"4995","hawk",88.2352941176471,3.74805606331434,0,2,7,300
"4996","Hawking",60.7692307692308,3.80610509615684,0,14,12,300
"4997","hay",93.7282229965157,3.64607892074578,0,1,11,300
"4998","hay fever",82.4175824175824,3.96849195489221,0,6,9,294
"4999","haystack",89.2361111111111,3.70353917124461,0,5,2,300
"5000","hazard",92.5531914893617,4.21283272744359,0,4,10,300
"5001","hazardous",91.3533834586466,3.8153406871527,0,14,6,300
"5002","haze",92.7586206896552,3.94042830484277,0,1,8,300
"5003","hazel",93.9068100358423,3.20246338554144,0,5,11,300
"5004","hazelnut",82.6714801444043,3.95325510299571,0,7,9,300
"5005","hazy",92.280701754386,4.09715144479409,0,4,7,300
"5006","he",90.7216494845361,3.18703496674033,0,1,7,300
"5007","head",94.1379310344828,4.4344242919997,0,1,8,300
"5008","headache",91.7808219178082,3.80868018478407,0,1,6,300
"5009","head and shoulders",86.3481228668942,3.46919881385421,0,1,5,300
"5010","headband",85.9649122807018,4.03791039020304,0,4,7,300
"5011","headdress",83.4558823529412,4.07160973077899,0,10,8,300
"5012","headed",87.7862595419847,4.25153657065972,0,12,8,294
"5013","heading",90.4761904761905,4.26961845517411,0,3,12,291
"5014","headline",83.0388692579505,3.73054540227632,0,5,7,300
"5015","headphones",83.9590443686007,3.84413616215812,0,0,4,297
"5016","heads",82.8358208955224,4.03913193237259,0,4,12,288
"5017","headstone",86.1313868613139,3.32771875689381,0,6,14,300
"5018","headstrong",74.0890688259109,4.07146211202506,0,16,21,300
"5019","heady",70.7509881422925,4.29911690290419,0,10,27,300
"5020","heal",90,4.41482006473443,0,2,6,300
"5021","healing",89.7610921501707,4.39510732012841,0,1,5,300
"5022","health",94.5017182130584,4.22181317417655,0,0,9,300
"5023","healthcare",86.2815884476534,4.14895890173443,0,8,7,300
"5024","healthy",93.75,4.296942116701,0,3,6,300
"5025","heap",94.0766550522648,3.75396174392811,0,2,9,300
"5026","heaps",81.6608996539792,3.82209689732791,0,1,9,300
"5027","hear",93.8775510204082,3.5887115155809,0,1,4,300
"5028","heard",82.1678321678322,3.68695919726607,0,2,10,300
"5029","hearing",92.280701754386,3.7646239206424,0,3,6,297
"5030","hearsay",76.8382352941177,3.73883908663346,0,4,20,300
"5031","heart",92.2818791946309,3.9670553565068,0,0,2,300
"5032","heartache",88.7323943661972,3.93212047824645,0,2,6,294
"5033","heart attack",81.3620071684588,4.23243351952461,0,5,2,291
"5034","heartbeat",85.6643356643357,4.18114066139559,0,3,8,300
"5035","heartbreak",90.9722222222222,4.01720784504136,0,4,4,300
"5036","heartfelt",91.7808219178082,4.15672507722276,0,3,2,300
"5037","hearth",89.9641577060932,3.33147427287234,0,2,17,300
"5038","heartless",83.5714285714286,3.89835581070387,0,4,12,300
"5039","hearts",84.6715328467153,3.95905643442901,0,7,12,300
"5040","hearty",91.7525773195876,4.23278763054659,0,2,5,300
"5041","heat",95.2380952380952,3.9700200582474,0,0,6,300
"5042","heater",92.7797833935018,3.7063339130842,0,1,6,285
"5043","heath",75.2688172043011,4.53265155966255,0,0,18,297
"5044","heathen",69.96336996337,4.79133166174204,0,4,16,297
"5045","Heather",81.203007518797,4.21673411720583,0,6,22,300
"5046","heating",91.8727915194346,4.06858329367382,0,4,9,300
"5047","heave",88,3.64209338527387,0,3,19,300
"5048","heaven",90.2439024390244,3.83530035895454,0,2,3,294
"5049","heavenly",87.5862068965517,4.51472998125992,0,2,6,300
"5050","heavy",92.8571428571429,4.05586504228286,0,0,6,300
"5051","Hebrew",78.5454545454545,3.2666135418542,0,4,14,297
"5052","hectic",88.8888888888889,3.94380204591917,0,2,11,285
"5053","hedge",90.8783783783784,3.92329918599962,0,0,4,300
"5054","hedgehog",86.2815884476534,4.20363910590937,0,4,9,294
"5055","heedless",64.5569620253165,4.15997780229586,0,12,33,294
"5056","heel",91.1864406779661,3.44255743031428,0,1,3,300
"5057","heels",81.7857142857143,3.82813696195244,0,5,10,300
"5058","hefty",90.3448275862069,3.39349988375219,0,1,8,300
"5059","heifer",87.5,3.21867917591577,0,4,20,300
"5060","height",92.6056338028169,3.52645895858154,0,3,10,300
"5061","heights",75.8007117437722,4.39736725222814,0,4,8,297
"5062","heir",85.4166666666667,4.21658925148829,0,2,8,300
"5063","heirloom",83.2764505119454,4.07821982720822,0,1,5,300
"5064","heist",84.2696629213483,3.70875524351522,0,9,15,300
"5065","held",73.4848484848485,4.62529385059365,0,13,10,300
"5066","helicopter",79.2387543252595,4.17633391182207,0,4,3,300
"5067","helium",87.4576271186441,3.2699687949722,0,0,5,300
"5068","hell",89.2255892255892,4.05532055899009,0,0,3,300
"5069","hellfire",84.3866171003718,4.22398114343763,0,6,19,300
"5070","hello",88.6986301369863,3.51789068226236,0,1,6,300
"5071","helmet",94.2567567567568,3.71652511658847,0,0,4,300
"5072","help",90.3448275862069,4.17135005205963,0,2,6,300
"5073","helper",90.7801418439716,4.4824547441155,0,4,10,300
"5074","helpful",90.6474820143885,4.35814910449195,0,5,12,300
"5075","helping",79.7872340425532,4.16317878291312,0,5,8,300
"5076","helpless",88.5304659498208,4.49191792480086,0,4,13,300
"5077","hem",85.8657243816254,3.57954682339128,0,3,8,297
"5078","hemisphere",94.2372881355932,3.52615502815803,0,0,5,300
"5079","hemp",88.929889298893,3.76818803718065,0,7,15,300
"5080","hen",90.2777777777778,3.05722194252898,0,3,6,300
"5081","hence",83.4586466165414,3.75428273449146,0,8,18,300
"5082","her",95.4545454545455,3.60810878399289,0,3,8,300
"5083","herb",89.9653979238754,3.92708083641545,0,3,2,297
"5084","herbal",90.2985074626866,3.86106598809168,0,10,6,294
"5085","herbivore",86.1111111111111,3.77638959762562,0,1,4,294
"5086","herbs",89.4915254237288,4.15174631813288,0,2,1,300
"5087","herd",85.1724137931035,3.62000039038974,0,1,8,300
"5088","here",88.6925795053003,3.55460886650901,0,3,11,300
"5089","heredity",86.3309352517986,4.07411961117725,0,6,10,300
"5090","heritage",94.2372881355932,4.38217428880803,0,1,3,300
"5091","hermit",88.8888888888889,3.94024886305909,0,10,10,300
"5092","hernia",84.0740740740741,4.04122092856992,0,12,6,300
"5093","hero",90.0355871886121,4.51979807761123,0,4,11,300
"5094","heroic",85.1724137931035,4.27986472287115,0,3,4,300
"5095","heroin",91.1864406779661,4.02299165525566,0,1,3,300
"5096","heroine",84.5614035087719,4.24764981970626,0,2,11,300
"5097","heroism",88.4328358208955,4.42446440690121,0,11,10,300
"5098","heron",84.192439862543,3.57820603916761,0,1,7,300
"5099","herring",88.0281690140845,3.18725914211285,0,3,10,300
"5100","hers",80.4597701149425,3.87912809540196,0,10,16,297
"5101","herself",87.360594795539,3.71237965932755,0,7,17,300
"5102","hesitant",88.3211678832117,4.27847198809992,0,7,12,300
"5103","hesitate",90.9747292418773,3.95122312031505,0,1,12,291
"5104","hesitation",88.768115942029,4.10169473637538,0,7,10,300
"5105","hex",84.469696969697,3.30101378061273,0,9,18,300
"5106","hexagon",84.8148148148148,3.51967123316411,0,9,12,300
"5107","hey",85.4671280276817,3.59044030679947,0,1,9,300
"5108","hi",88.2978723404255,3.21911197695169,0,5,8,300
"5109","hiccup",81.9548872180451,4.3297203309753,0,7,14,294
"5110","hick",68.4782608695652,4.05041239673845,0,5,14,300
"5111","hidden",90.1408450704225,4.45683010261682,0,2,12,300
"5112","hide",89.2857142857143,4.01125140188517,0,4,12,300
"5113","hideous",88.929889298893,3.72432588939846,0,10,9,300
"5114","hiding",79.0874524714829,4.63779750612385,0,12,13,300
"5115","hierarchy",83.9160839160839,4.6631542337035,0,4,6,300
"5116","high",93.7282229965157,4.10459781325962,0,3,7,300
"5117","higher",92.1501706484642,4.6477209983044,0,2,3,300
"5118","highest",78.6476868327402,3.79646587280196,0,4,11,300
"5119","highlight",86.9718309859155,4.4154253807456,0,6,4,300
"5120","highly",70.5426356589147,4.62299499153665,0,15,12,300
"5121","highness",86.4963503649635,3.58007719053134,0,8,10,300
"5122","high school",82.5,4.73972129125458,0,4,12,300
"5123","highway",87.7133105802048,4.04811180870911,0,1,5,300
"5124","hijack",91.3494809688581,3.69884773695379,0,3,5,300
"5125","hike",96.5986394557823,3.8733476652142,0,1,1,297
"5126","hiker",88.9285714285714,4.08972635501848,0,5,10,300
"5127","hiking",88.9273356401384,3.87866935884483,0,1,3,294
"5128","hilarious",88.9273356401384,3.4928631504887,0,0,11,300
"5129","hill",88.2154882154882,4.23967018620848,0,1,1,300
"5130","hillbilly",63.6704119850187,4.47348004586075,0,6,15,294
"5131","him",97.8494623655914,3.13616513091884,0,6,9,300
"5132","himself",83.8345864661654,3.82101083664647,0,11,12,300
"5133","hinder",79.7709923664122,4.02463872426711,0,9,20,300
"5134","hindrance",91.1877394636015,4.28955701121333,0,11,17,300
"5135","hindsight",72.962962962963,4.29490337634904,0,6,15,297
"5136","hinge",86.9090909090909,3.64043233071204,0,4,14,297
"5137","hint",94.2238267148014,3.96627079265751,0,5,13,300
"5138","hip",92.057761732852,4.0476423410837,0,1,9,288
"5139","hip hop",84.7272727272727,3.35255310441844,0,8,9,300
"5140","hippie",78.8927335640138,4.50310256324292,0,3,5,300
"5141","hippies",71.1191335740072,4.41826796687319,0,7,9,300
"5142","hippo",88.5135135135135,3.92573405077587,0,1,2,300
"5143","hippopotamus",94.9152542372881,3.83648797643402,0,1,3,300
"5144","hips",80.5555555555556,4.25820837928438,0,3,6,300
"5145","hipster",82.8571428571429,4.44965398096703,0,7,6,300
"5146","hire",94.2857142857143,3.82483860322163,0,4,12,300
"5147","his",93.4545454545455,3.48409213799965,0,5,15,300
"5148","Hispanic",85.4166666666667,3.74099339987324,0,3,6,300
"5149","hiss",87.8571428571429,3.5490729207131,0,4,9,297
"5150","hissing",83.4507042253521,3.62996532463837,0,4,8,300
"5151","historic",84.5614035087719,4.20197263476477,0,4,7,300
"5152","historical",88.2978723404255,4.52634560702641,0,4,10,300
"5153","history",86.1111111111111,4.43272489992002,0,3,6,300
"5154","hit",91.2162162162162,4.30550529091868,0,0,4,300
"5155","hitch",92.1875,3.88634204437475,0,6,11,279
"5156","hitchhike",90.0709219858156,3.9877747329238,0,1,4,288
"5157","hitchhiker",82.1678321678322,4.40936464982159,0,1,9,297
"5158","hits",68.2656826568266,4.48336273402405,0,10,9,300
"5159","HIV",86.4285714285714,3.47328482631264,0,7,3,297
"5160","hive",90.0355871886121,3.55756370767796,0,2,9,294
"5161","ho",75.9183673469388,4.03878250216241,0,16,20,297
"5162","hoard",85.663082437276,4.55657924650667,0,4,13,300
"5163","hoarder",76.7790262172285,4.61755671313626,0,6,15,294
"5164","hoarding",83.4532374100719,4.64304110051162,0,3,7,291
"5165","hoarse",80,3.54193031248713,0,1,8,300
"5166","hoax",86.5248226950355,4.01662302061549,0,4,10,300
"5167","hobbit",76.8421052631579,4.05349353127474,0,3,6,297
"5168","hobble",74.6268656716418,3.8350036895929,0,5,22,300
"5169","hobby",85.0174216027875,4.55270695760187,0,3,7,300
"5170","hobo",90.6896551724138,3.8513085165442,0,2,3,297
"5171","hockey",89.5973154362416,3.43704469938271,0,0,2,300
"5172","hoe",92.057761732852,3.82199848293741,0,4,12,297
"5173","hog",93.5251798561151,3.67788199453516,0,6,10,300
"5174","hokey",55.4655870445344,3.97826055003438,0,13,27,300
"5175","hold",94.5945945945946,4.28109240359773,0,0,4,300
"5176","hold back",85.0187265917603,4.52417959810142,0,7,19,300
"5177","holder",81.6849816849817,4.6998397670938,0,4,13,294
"5178","holding",82.7464788732394,4.66164255857354,0,2,12,300
"5179","hold on",90.0355871886121,4.1756673500146,0,6,7,300
"5180","hole",88.2562277580071,4.28317041034167,0,4,11,300
"5181","holes",80.1470588235294,4.66604785372848,0,9,10,300
"5182","holiday",91.9732441471572,4.07157782298188,0,0,1,300
"5183","holidays",87.6325088339223,3.79684990578089,0,4,9,300
"5184","holiness",88.4210526315789,3.83192515302978,0,4,7,300
"5185","Holland",58.4558823529412,3.59823122016636,0,8,9,297
